scheme,mukim,district,lat,lon,geo_level,matched
TMN PUCHONG PERDANA-JLN 4/1-4/3,PEKAN PUCHONG PERDANA,Petaling,,,none,
TMN PUCHONG PERMAI,PEKAN PUCHONG PERDANA,Petaling,3.012665,101.5989762,scheme,"Taman Permainan Puchong Permai, Persiaran Puchong Permai, Kampung Bersatu, Puchong Perdana, Puchong, Subang Jaya City Co"
TMN PUCHONG PERMAI,PETALING,Petaling,3.012665,101.5989762,scheme,"Taman Permainan Puchong Permai, Persiaran Puchong Permai, Kampung Bersatu, Puchong Perdana, Puchong, Subang Jaya City Co"
TMN PUCHONG PERMAI-JLN PERMAI 1/1-1/19,PEKAN PUCHONG PERDANA,Petaling,,,none,
TMN PUCHONG PERMAI-JLN PERMAI 1/1-1/19,PETALING,Petaling,,,none,
TMN PUCHONG PERMATA,PEKAN PUCHONG PERDANA,Petaling,,,none,
TMN PUCHONG PRIMA,PEKAN PUCHONG PERDANA,Petaling,2.9996812,101.5975478,scheme,"Taman Puchong Prima, Puchong Perdana, Puchong, Subang Jaya City Council, Petaling, Selangor, 47150, Malaysia"
TMN PUCHONG PRIMA,PETALING,Petaling,2.9996812,101.5975478,scheme,"Taman Puchong Prima, Puchong Perdana, Puchong, Subang Jaya City Council, Petaling, Selangor, 47150, Malaysia"
TMN PUCHONG PRIMA (KG SRI AMAN TAMBAHAN),PETALING,Petaling,2.9996812,101.5975478,scheme,"Taman Puchong Prima, Puchong Perdana, Puchong, Subang Jaya City Council, Petaling, Selangor, 47150, Malaysia"
TMN PUCHONG UTAMA,PEKAN PUCHONG PERDANA,Petaling,3.0020064,101.6177342,scheme,"Taman Puchong Utama, Puchong Perdana, Puchong, Subang Jaya City Council, Petaling, Selangor, 47140, Malaysia"
TMN PUCHONG UTAMA,PETALING,Petaling,3.0020064,101.6177342,scheme,"Taman Puchong Utama, Puchong Perdana, Puchong, Subang Jaya City Council, Petaling, Selangor, 47140, Malaysia"
TMN PUCHONG UTAMA -JLN PU 7,PEKAN PUCHONG PERDANA,Petaling,,,none,
TMN PULAI,KELANG,Klang,3.0321246,101.4261598,scheme,"Nichiren Shoshu Malaysia Propagation Centre, Jalan Hilir, Taman Gembira, Teluk Pulai, Port Klang, Klang City, Klang, Sel"
TMN PULAI INDAH,BANDAR KELANG,Klang,3.0250682,101.4393111,scheme,"Taman Petaling Indah, Persiaran Seraya, Taman Petaling Indah, Teluk Pulai, Klang City, Klang, Selangor, 41200, Malaysia"
TMN PULAU INDAH (P/L 5823),KELANG,Klang,2.9603685,101.3418873,scheme,"Taman Perindustrian Pulau Indah (Timur), Pulau Indah Expressway, Kampung Sungai Pinang, Klang City, Klang, Selangor, 429"
TMN PUNCAK INDAH (AMPANG),BANDAR AMPANG,Hulu Langat,,,none,
TMN PUNCAK KINRARA,PEKAN KINRARA,Petaling,,,none,
TMN PUNCAK KINRARA,PETALING,Petaling,3.0649283,101.6399668,road,"Jalan TK 4/8A, Taman Kinrara Seksyen 4, Bukit Tandang, Puchong, Subang Jaya City Council, Petaling, Selangor, 47180, Mal"
TMN PUNCAK KINRARA-JLN TKK 2/3-2/5,PEKAN KINRARA,Petaling,,,none,
TMN PUTERI CHERAS,HULU LANGAT,Hulu Langat,3.0780288,101.7718903,scheme,"SK Taman Puteri, Jalan Sering 5, 诗华, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malaysia"
TMN PUTRA (AMPANG),AMPANG,Hulu Langat,3.1209003,101.7660475,scheme,"Taman Putra, Kampung Tasik Tambahan, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia"
TMN PUTRA (AMPANG),BANDAR AMPANG,Hulu Langat,3.1220111,101.7684813,scheme,"Taman Putra Ampang (Timur), Jalan Tasek Tambahan 1, Taman Seri Raya, Kampung Tasik Tambahan, Ampang, Ampang Jaya Municip"
TMN PUTRA (DENGKIL),PEKAN DENGKIL,Sepang,2.8630078,101.6762267,scheme,"Kastam Diraja Malaysia, Jalan Kristal 2, Taman Baiduri, Kampung Cemperai, Dengkil, Sepang, Selangor, 43800, Malaysia"
TMN PUTRA (KAJANG),BANDAR BARU BANGI,Hulu Langat,2.9774602,101.773957,scheme,"Taman Putra Kajang, Kampung Kwan Tung Baru, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
TMN PUTRA (PUCHONG),DENGKIL,Sepang,2.8671343,101.6741775,scheme,"Taman Putra Fasa 2, Dengkil, Sepang, Selangor, 43800, Malaysia"
TMN PUTRA BARU,KAPAR,Klang,3.1347888,101.3903317,scheme,"Taman Putra Baru, Kapar, Klang City, Klang, Selangor, 42200, Malaysia"
TMN PUTRA BARU,PEKAN KAPAR,Klang,3.1347888,101.3903317,scheme,"Taman Putra Baru, Kapar, Klang City, Klang, Selangor, 42200, Malaysia"
TMN PUTRA BUDIMAN,PEKAN KAJANG,Hulu Langat,3.0111821,101.7366812,scheme,"Taman Putra Budiman, Balakong, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43400, Malaysia"
TMN PUTRA IMPIAN,PEKAN BANGI LAMA,Hulu Langat,2.9780678,101.7717682,scheme,"Jalan Taman Putra Kajang, Taman Putra Kajang, Kampung Kwan Tung Baru, Kajang Municipal Council, Hulu Langat, Selangor, 4"
TMN PUTRA IMPIANA,DENGKIL,Sepang,2.9761315,101.6027314,scheme,"Taman Putra Impiana, Sepang, Selangor, Malaysia"
TMN PUTRA INDAH-SERDANG RAYA,PEKAN SERDANG,Petaling,3.0450443,101.7022959,scheme,"Serdang Raya 8, Serdang Raya, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, 43300, Malaysia"
TMN PUTRA INDAH-SERDANG RAYA,PETALING,Petaling,3.0450443,101.7022959,scheme,"Serdang Raya 8, Serdang Raya, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, 43300, Malaysia"
TMN PUTRA KAJANG,BANDAR BARU BANGI,Hulu Langat,2.9774602,101.773957,scheme,"Taman Putra Kajang, Kampung Kwan Tung Baru, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
TMN PUTRA PERDANA,DENGKIL,Sepang,2.9447387,101.614989,scheme,"Taman Putra Perdana, Sepang, Selangor, 47130, Malaysia"
TMN PUTRA PERDANA,LABU,Sepang,2.9447387,101.614989,scheme,"Taman Putra Perdana, Sepang, Selangor, 47130, Malaysia"
TMN PUTRA PERMAI-SERI KEMBANGAN,PETALING,Petaling,3.0020557,101.6742644,scheme,"Equine Park, Putra Permai, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, Malaysia"
TMN PUTRA PRIMA,DENGKIL,Sepang,2.9709299,101.5902559,scheme,"Taman Putra Prima, Sepang, Selangor, 41700, Malaysia"
TMN PUTRA SULAIMAN,BANDAR AMPANG,Hulu Langat,3.1520482,101.7504944,scheme,"Taman Putra Sulaiman, Kampung Pandan Dalam, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, 68000, Malaysi"
TMN PUTRA SULAIMAN (TIARA DUTA CONDO),BANDAR AMPANG,Hulu Langat,3.1520482,101.7504944,scheme,"Taman Putra Sulaiman, Kampung Pandan Dalam, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, 68000, Malaysi"
TMN PUTRI JAYA,PEKAN CHERAS,Hulu Langat,3.0653923,101.7622685,scheme,"Taman Putri Jaya, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malaysia"
TMN PUTRI SENTOSA (P/L 10490),KELANG,Klang,,,none,
TMN RADIN JAYA,PEKAN TANJUNG KARANG,Kuala Selangor,,,none,
TMN RADIN JAYA,TANJUNG KARANG,Kuala Selangor,,,none,
TMN RADZI (TMN RAJEE/SURIA),BANDAR KELANG,Klang,,,none,
TMN RADZI (TMN RAJEE/SURIA),KELANG,Klang,3.0240768,101.4257031,road,"Lorong Peria, Pandamaran, Port Klang, Klang City, Klang, Selangor, 42000, Malaysia"
TMN RAFFLESIA (P/L 3894),KELANG,Klang,2.9732796,101.5494946,scheme,"Taman Rafflesia 1, Kampung Lombong, Shah Alam, Klang, Selangor, Malaysia"
TMN RAINBOW,MUKIM BATU,Kuala Lumpur,3.1948768,101.6817327,scheme,"Rainbow Garden, Batu, Kuala Lumpur, 51200, Malaysia"
TMN RAJA MUSA (RUMAH MURAH PKNS),PEKAN BUKIT TALANG,Kuala Selangor,3.4059566,101.3148865,scheme,"Taman Raja Musa, Kuala Selangor, Selangor, Malaysia"
TMN RAJA NONG,KELANG,Klang,3.0285731,101.4618928,scheme,"Taman Raja Nong, Jalan Kota Raja, Taman Bijaya, Klang City, Klang, Selangor, 41000, Malaysia"
TMN RAJA TUN UDA,PEKAN SEMENYIH,Hulu Langat,,,none,
TMN RAJA TUN UDA,SEMENYIH,Hulu Langat,2.9398347,101.8391896,road,"Jalan Raja Tun Uda 1, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43700, Malaysia"
"TMN RAJA UDA, KG. RAJA UDA",PEKAN PORT SWETTENHAM,Klang,3.0198699,101.4206871,scheme,"Taman Bayu Emas, Kampung Raja Uda, Port Klang, Klang City, Klang, Selangor, 42000, Malaysia"
TMN RAJA UDANG,API-API,Kuala Selangor,3.3000911,101.2899882,scheme,"Taman Raja Udang, Assam Jawa, Kuala Selangor, Selangor, Malaysia"
TMN RAJA WALI,PEKAN ASAM JAWA,Kuala Selangor,,,none,
TMN RAJAWALI,MUKIM KUALA LUMPUR,Kuala Lumpur,3.0977229,101.7421697,road,"Jalan Desa Aman 6, Taman Sri Desa Aman, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
TMN RAKAN,BANDAR CHERAS,Hulu Langat,3.0342947,101.7829614,scheme,"Taman Rakan, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
TMN RAKYAT,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1047087,101.7445419,scheme,"Taman Rakyat, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
TMN RAMAL DESA,KAJANG,Hulu Langat,2.9737029,101.7603548,scheme,"Taman Ramal Desa, Kampung Sungai Ramal Dalam, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
TMN RAMAL INDAH,KAJANG,Hulu Langat,2.9822291,101.7562044,road,"Jalan Ramal 4, Taman Ramal, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
TMN RAMAL ROS,KAJANG,Hulu Langat,2.9746121,101.7587725,scheme,"Taman Ramal Ros, Kampung Sungai Ramal Dalam, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
TMN RAMAL SURIA,KAJANG,Hulu Langat,2.979181,101.7527317,scheme,"Taman Ramal Suria, Kampung Sungai Ramal Dalam, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
TMN RAMBAI INDAH,PEKAN JENJAROM,Kuala Langat,2.8853913,101.493058,scheme,"Taman Rambai Indah, Jenjarom, Kuala Langat, Selangor, 42600, Malaysia"
TMN RANTAU PANJANG JAYA,KAPAR,Klang,,,none,
"TMN RANTAU PANJANG, OFFJ. SG.PUTUS",KAPAR,Klang,,,none,
TMN RASA SAYANG,CHERAS,Hulu Langat,3.0734836,101.7574833,scheme,"Taman Rasa Sayang, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malaysia"
TMN RASA SAYANG,PEKAN CHERAS,Hulu Langat,3.0734836,101.7574833,scheme,"Taman Rasa Sayang, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malaysia"
TMN RASHNA,KAPAR,Klang,3.0547059,101.4728232,scheme,"SJK (C) Taman Rashna, Jalan Batu Tiga Lama, Taman Ros, Klang City, Klang, Selangor, 41300, Malaysia"
TMN REKO MUTIARA,BANDAR KAJANG,Hulu Langat,2.953262,101.788569,scheme,"Taman Reko Mutiara, Kampung Sungai Tangkas, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
TMN RESTU,BANDAR KAJANG,Hulu Langat,2.9875754,101.8079318,scheme,"Taman Restu 7, Jalan Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
TMN RESTU,KAJANG,Hulu Langat,2.9875754,101.8079318,scheme,"Taman Restu 7, Jalan Semenyih, Taman Damai Mewah, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
TMN RHU,BANDAR KUALA SELANGOR,Kuala Selangor,3.3164354,101.2762256,scheme,"Taman Rhu, Assam Jawa, Kuala Selangor, Selangor, Malaysia"
TMN RIA,BANDAR KAJANG,Hulu Langat,2.993751,101.8037648,scheme,"Taman Ria, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
"TMN RIA (PL 304), TG. KARANG",TANJUNG KARANG,Kuala Selangor,3.4598552,101.2010171,road,"Jalan Parit Satu, Kampung Kunci Air Buang, Tanjong Karang, Kuala Selangor, Selangor, Malaysia"
"TMN RIA 1, KLANG",BANDAR KELANG,Klang,3.0001997,101.4837296,scheme,"Taman Sentosa Ria 1, Bandar Sentosa, Klang City, Klang, Selangor, 41200, Malaysia"
"TMN RIA 1, KLANG",KELANG,Klang,3.0001997,101.4837296,scheme,"Taman Sentosa Ria 1, Bandar Sentosa, Klang City, Klang, Selangor, 41200, Malaysia"
TMN RIA 2 (PEKAN SG PELEK),SEPANG,Sepang,2.6403474,101.7213815,road,"Jalan Ria 2, Taman Sri Siantan, Sungai Pelek, Sepang, Selangor, 45950, Malaysia"
TMN RIA EMAS,HUJUNG PERMATANG,Kuala Selangor,,,none,
TMN RIA EMAS,PEKAN TANJUNG KARANG,Kuala Selangor,,,none,
TMN RIA MIN,BANDAR TANJUNG KARANG,Kuala Selangor,,,none,
"TMN RIA, JLN SG JATI",KELANG,Klang,,,none,
"TMN RIA, TG KARANG (PL 304)",TANJUNG KARANG,Kuala Selangor,,,none,
TMN RIVERIA PERDANA,KELANG,Klang,2.9508971,101.4320074,scheme,"Taman Riveria Perdana, Teluk Panglima Garang, Klang, Selangor, Malaysia"
TMN SA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1454983,101.6673026,scheme,"Taman SA, Bangsar, Kuala Lumpur, Malaysia"
TMN SABHA IMPIAN/CRESTIN PARK APARTMENT,BANDAR KAJANG,Hulu Langat,,,none,
TMN SAFIRA,CHERAS,Hulu Langat,3.0265489,101.7620453,road,"Jalan CJ 9, Taman Cheras Jaya, Balakong, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malaysia"
TMN SAGA,BANDAR AMPANG,Hulu Langat,3.1144672,101.7717533,scheme,"Taman Saga, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia"
TMN SAGA (P/L 11026),KELANG,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
TMN SAGA (P/L 327),KAPAR,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
TMN SAGA - P/L 327,KAPAR,Klang,3.149905,101.372303,road,"Jalan Haji Yaakob, Kapar, Klang City, Klang, Selangor, 42200, Malaysia"
TMN SAGA 2 (P/L 11048),KELANG,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
TMN SAGA 2 (P/L 11048),PEKAN KAPAR,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
TMN SAGA 3,KELANG,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
TMN SAGA 3,PEKAN KAPAR,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
TMN SAGA EMAS,BANDAR KAJANG,Hulu Langat,2.9976909,101.79945,scheme,"Taman Saga Emas, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
TMN SAGA P/L 11026,KELANG,Klang,,,none,
"TMN SAGA, KAPAR",KAPAR,Klang,,,none,
"TMN SAGA, KAPAR",PEKAN KAPAR,Klang,,,none,
"TMN SAGA, KLANG",BANDAR KELANG,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
"TMN SAGA, KLANG",KELANG,Klang,3.0209846,101.4676561,scheme,"Taman Saga 3, Klang City, Klang, Selangor, Malaysia"
TMN SAHABAT,HUJUNG PERMATANG,Kuala Selangor,,,none,
TMN SAHABAT,PEKAN TANJUNG KARANG,Kuala Selangor,,,none,
TMN SAHABAT (KAJANG),BANDAR KAJANG,Hulu Langat,2.9599985,101.8445289,scheme,"Sahabat Park, Kajang East, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
"TMN SAHABAT, TPG",TELOK PANGLIMA GARANG,Kuala Langat,2.9001822,101.4714039,road,"Jalan Dendang 64, Taman TelokBulatan Telok Panglima Garang, Teluk Panglima Garang, Kuala Langat, Selangor, 42600, Malays"
TMN SAKAPP,BANDAR KAJANG,Hulu Langat,,,none,
TMN SALAK BAIDURI (LABU),LABU,Sepang,2.7934145,101.7254485,road,"Jalan Baiduri Murni 1, Kampung Labu Lanjut, Bandar Baru Salak Tinggi, Sepang, Selangor, 43900, Malaysia"
TMN SALAK IDAMAN,LABU,Sepang,,,none,
TMN SALAK IMPIAN,LABU,Sepang,2.8036174,101.710398,scheme,"Taman Salak Impian, Kampung Labu Lanjut, Bandar Baru Salak Tinggi, Sepang, Selangor, Malaysia"
TMN SALAK KASTURI,LABU,Sepang,2.785084,101.7140806,road,"Jalan 6, Kampung Labu Lanjut, Bandar Baru Salak Tinggi, Sepang, Selangor, 64000, Malaysia"
TMN SALAK LESTARI,DENGKIL,Sepang,2.7952393,101.7133276,scheme,"Taman Salak Lestari, Kampung Labu Lanjut, Bandar Baru Salak Tinggi, Sepang, Selangor, Malaysia"
TMN SALAK LESTARI,LABU,Sepang,2.7952393,101.7133276,scheme,"Taman Salak Lestari, Kampung Labu Lanjut, Bandar Baru Salak Tinggi, Sepang, Selangor, Malaysia"
TMN SALAK MAJU,LABU,Sepang,,,none,
TMN SALAK MULIA,LABU,Sepang,,,none,
TMN SALAK MURNI,LABU,Sepang,2.7934145,101.7254485,road,"Jalan Baiduri Murni 1, Kampung Labu Lanjut, Bandar Baru Salak Tinggi, Sepang, Selangor, 43900, Malaysia"
TMN SALAK PERDANA,DENGKIL,Sepang,,,none,
TMN SALAK SURIA,LABU,Sepang,2.785084,101.7140806,road,"Jalan 6, Kampung Labu Lanjut, Bandar Baru Salak Tinggi, Sepang, Selangor, 64000, Malaysia"
TMN SARAYA,AMPANG,Hulu Langat,3.1172965,101.7617224,scheme,"Surau Taman Saraya, Jalan Bunga Tanjung 19, Taman Seraya, Kampung Tasik Tambahan, Ampang, Ampang Jaya Municipal Council,"
TMN SARI,BANDAR BANTING,Kuala Langat,2.8173234,101.5047041,scheme,"Taman Sari Park, Banting, Kuala Langat, Selangor, Malaysia"
TMN SARI,TANJUNG 12,Kuala Langat,2.8173234,101.5047041,scheme,"Taman Sari Park, Banting, Kuala Langat, Selangor, Malaysia"
TMN SATRIA,TELOK PANGLIMA GARANG,Kuala Langat,,,none,
TMN SAUJANA  PALMA,BANDAR KAJANG,Hulu Langat,,,none,
TMN SAUJANA (P/L 1429),KAPAR,Klang,3.0239527,101.5327327,scheme,"Taman Saujana, Jalan Teluk Jambu 2, Section 25, Taman Sri Muda, Shah Alam, Klang, Selangor, 40400, Malaysia"
TMN SAUJANA (P/L 1429),KELANG,Klang,3.0239527,101.5327327,scheme,"Taman Saujana, Jalan Teluk Jambu 2, Section 25, Taman Sri Muda, Shah Alam, Klang, Selangor, 40400, Malaysia"
TMN SAUJANA (P/L 1443),KELANG,Klang,3.0239527,101.5327327,scheme,"Taman Saujana, Jalan Teluk Jambu 2, Section 25, Taman Sri Muda, Shah Alam, Klang, Selangor, 40400, Malaysia"
TMN SAUJANA (PL 1437),KELANG,Klang,3.0239527,101.5327327,scheme,"Taman Saujana, Jalan Teluk Jambu 2, Section 25, Taman Sri Muda, Shah Alam, Klang, Selangor, 40400, Malaysia"
TMN SAUJANA 3 (P/L 1449),KELANG,Klang,3.0128745,101.4636018,scheme,"Taman Saujana 3, Klang City, Klang, Selangor, 41200, Malaysia"
TMN SAUJANA DAMAI,CHERAS,Hulu Langat,,,none,
TMN SAUJANA JATI (P/L 10333),KELANG,Klang,3.0160983,101.4667463,scheme,"Taman Saujana Jati, Jalan Raja Nong, Taman Saujana 3, Klang City, Klang, Selangor, 41200, Malaysia"
TMN SAUJANA JATI (P/L 4344 & 4345),KELANG,Klang,3.0160983,101.4667463,scheme,"Taman Saujana Jati, Jalan Raja Nong, Taman Saujana 3, Klang City, Klang, Selangor, 41200, Malaysia"
TMN SAUJANA JATI (PL 4344 & 4345),KELANG,Klang,3.0160983,101.4667463,scheme,"Taman Saujana Jati, Jalan Raja Nong, Taman Saujana 3, Klang City, Klang, Selangor, 41200, Malaysia"
TMN SAUJANA KAPAR,KAPAR,Klang,3.1463046,101.3371139,scheme,"Taman Saujana Kapar, Klang City, Klang, Selangor, Malaysia"
TMN SAUJANA KAPAR,PEKAN KAPAR,Klang,3.1463046,101.3371139,scheme,"Taman Saujana Kapar, Klang City, Klang, Selangor, Malaysia"
